5597  |  3766  |  905878
5583  |  889  |  519822
5560  |  3446  |  905847
5556  |  3430  |  519756
5544  |  3613  |  905893
5533  |  3485  |  905354
5525  |  3780  |  905683
5523  |  0  |  705742
5517  |  3613  |  905686
5517  |  0  |  519948
5511  |  3432  |  705728
5511  |  3386  |  613475
5504  |  0  |  519376
5495  |  2959  |  905770
5494  |  3006  |  905887
5493  |  4597  |  519265
5492  |  0  |  705522
5491  |  3456  |  905643
5487  |  0  |  613962
5482  |  3259  |  519745
5477  |  0  |  807344
5456  |  3543  |  905427
5456  |  3362  |  705726
5438  |  3204  |  905455
5425  |  2837  |  519954
5425  |  0  |  519271
5420  |  0  |  519945
5419  |  0  |  613932
5397  |  0  |  519354
5385  |  3046  |  905997
5380  |  3571  |  905662
5376  |  3254  |  905727
5376  |  0  |  519245
5367  |  3265  |  519576
5363  |  3129  |  519743
5349  |  2806  |  905508
5318  |  3644  |  613632
5318  |  3351  |  613342
5310  |  3114  |  519578
5295  |  3427  |  705325
5291  |  3497  |  416282
5288  |  0  |  519657
5274  |  2869  |  905201
5270  |  3249  |  519836
5253  |  1  |  905372
5238  |  0  |  705268
5233  |  0  |  705645
5225  |  3012  |  905697
5225  |  0  |  705253
5222  |  2993  |  905665
5220  |  2631  |  613687
5219  |  3438  |  613592
5219  |  3009  |  905457
5218  |  3256  |  905895
5217  |  2965  |  519579
5209  |  3058  |  519742
5200  |  3302  |  613735
5200  |  0  |  519352
5189  |  3187  |  519893
5188  |  0  |  519733
5187  |  0  |  705424
5186  |  3204  |  613828
5178  |  3300  |  905735
5170  |  3027  |  905826
5168  |  3307  |  905634
5164  |  1959  |  905232
5160  |  3553  |  705435
5152  |  3462  |  905839
5150  |  3019  |  613729
5141  |  0  |  613933
5138  |  3  |  416466
5134  |  3462  |  905852
5129  |  1647  |  905765
5128  |  3303  |  905628
5119  |  2344  |  905318
5115  |  3254  |  905937
5115  |  3002  |  519622
5107  |  3375  |  416284
5106  |  2491  |  905574
5103  |  3132  |  519941
5099  |  0  |  519627
5099  |  0  |  519351
5089  |  0  |  613542
5079  |  3361  |  905332
5076  |  3987  |  905851
5075  |  5970  |  647346
5064  |  3164  |  416488
5056  |  3020  |  905793
5054  |  3205  |  416244
5054  |  2996  |  416439
5041  |  3831  |  613692
5021  |  3380  |  905356
5008  |  3  |  416438
5005  |  3909  |  905239
5001  |  3531  |  613432
4998  |  3294  |  416247
4998  |  3205  |  905889
4997  |  3129  |  905430
4995  |  3413  |  613267
4994  |  3444  |  905336
4974  |  957  |  519884
4972  |  0  |  705743
4969  |  2910  |  905469
4963  |  2899  |  613523
4962  |  3163  |  905304
4943  |  3057  |  905426
4938  |  3075  |  416698
4936  |  3112  |  519442
4936  |  2992  |  416261
4929  |  0  |  519273
4926  |  2973  |  416465
4923  |  2593  |  519653
4922  |  2994  |  416767
4919  |  0  |  613821
4913  |  3075  |  905873
4912  |  2648  |  905785
4911  |  2902  |  416225
4910  |  0  |  807274
4909  |  2977  |  613733
4907  |  3373  |  905945
4903  |  3151  |  416249
4897  |  3231  |  905664
4888  |  0  |  519966
4885  |  0  |  705789
4883  |  3349  |  613256
4877  |  3273  |  905637
4873  |  3020  |  519744
4873  |  2730  |  613829
4867  |  2936  |  613521
4862  |  0  |  807622
4857  |  2970  |  905666
4855  |  2951  |  416241
4851  |  2977  |  905563
4849  |  1369  |  519763
4848  |  3077  |  905732
4847  |  2288  |  519886
4846  |  2998  |  905331
4840  |  1  |  416283
4838  |  3466  |  905335
4826  |  3182  |  519759
4826  |  3083  |  613224
4823  |  2352  |  905575
4823  |  0  |  519842
4818  |  3100  |  905279
4817  |  3059  |  613225
4815  |  1  |  416783
4811  |  2998  |  905857
4810  |  0  |  519455
4809  |  3135  |  905646
4807  |  0  |  705264
4790  |  0  |  519681
4777  |  2969  |  416769
4772  |  3077  |  905881
4763  |  0  |  705324
4738  |  2652  |  905883
4736  |  2980  |  905275
4733  |  0  |  613968
4725  |  2770  |  905450
4725  |  0  |  519641
4724  |  0  |  613332
4723  |  3059  |  416267
4716  |  2898  |  613746
4704  |  0  |  519451
4701  |  0  |  705657
4699  |  0  |  519344
4693  |  2988  |  905898
4691  |  2937  |  416782
4691  |  0  |  705855
4687  |  0  |  519396
4679  |  2950  |  416766
4676  |  0  |  613394
4669  |  2512  |  905796
4669  |  2  |  416266
4667  |  2951  |  416255
4666  |  3463  |  905856
4661  |  2866  |  416259
4659  |  2716  |  416423
4658  |  2945  |  416444
4656  |  0  |  705942
4653  |  0  |  613634
4643  |  2739  |  613820
4636  |  0  |  519453
4633  |  2658  |  519885
4630  |  3125  |  416233
4605  |  4  |  416762
4605  |  2811  |  613599
4601  |  2863  |  905731
4597  |  3012  |  613732
4592  |  3181  |  613822
4592  |  1  |  416621
4588  |  2933  |  905227
4579  |  2747  |  905834
4555  |  3106  |  905820
4554  |  3198  |  905640
4554  |  2758  |  416431
4551  |  2787  |  905358
4549  |  0  |  705753
4543  |  0  |  519474
4539  |  3493  |  905553
4527  |  0  |  519669
4524  |  1405  |  905689
4522  |  0  |  519853
4519  |  2617  |  905454
4519  |  0  |  613966
4517  |  2854  |  613443
4515  |  0  |  705526
4513  |  2957  |  613446
4513  |  0  |  519534
4499  |  2824  |  416781
4497  |  2676  |  905841
4492  |  2876  |  905791
4492  |  2617  |  905571
4491  |  2867  |  416755
4488  |  0  |  705949
4487  |  2669  |  905682
4481  |  2993  |  905639
4481  |  2526  |  905497
4478  |  2660  |  613722
4474  |  0  |  519524
4471  |  2570  |  416221
4456  |  1  |  416651
4455  |  2755  |  416222
4451  |  2881  |  905274
4450  |  2610  |  416461
4439  |  2957  |  416239
4439  |  2684  |  416286
4435  |  2924  |  905428
4435  |  0  |  519676
4434  |  1308  |  519894
4426  |  2900  |  416759
4422  |  2667  |  905278
4420  |  2996  |  905632
4404  |  2842  |  905270
4382  |  4795  |  905237
4379  |  2872  |  905468
4378  |  3062  |  905844
4376  |  2809  |  905831
4376  |  0  |  519944
4374  |  0  |  519686
4369  |  2824  |  416787
4368  |  2774  |  905822
4367  |  2759  |  416757
4366  |  2762  |  905886
4363  |  2607  |  905684
4363  |  0  |  519337
4359  |  2332  |  416299
4359  |  0  |  519925
4357  |  2728  |  613741
4341  |  2660  |  905357
4334  |  872  |  519896
4334  |  4  |  416724
4331  |  0  |  705474
4330  |  0  |  519601
4324  |  0  |  705566
4320  |  2346  |  905561
4316  |  2354  |  519746
4299  |  0  |  519336
4294  |  2663  |  416653
4292  |  2546  |  416293
4292  |  0  |  705746
4281  |  2673  |  705431
4279  |  0  |  613938
4274  |  2833  |  905420
4270  |  2445  |  416421
4269  |  2669  |  613345
4259  |  0  |  519364
4255  |  2713  |  416654
4255  |  2534  |  416491
4250  |  2492  |  613728
4246  |  0  |  519438
4242  |  0  |  519250
4241  |  2515  |  416493
4240  |  2791  |  416231
4240  |  0  |  613546
4236  |  2590  |  416223
4235  |  2507  |  416425
4233  |  4285  |  905554
4229  |  0  |  519433
4224  |  2721  |  905453
4222  |  0  |  519434
4220  |  2490  |  613744
4219  |  2216  |  905560
4217  |  2448  |  416536
4205  |  2755  |  905825
4204  |  2425  |  416532
4203  |  0  |  807345
4198  |  0  |  705472
4197  |  2450  |  416534
4187  |  0  |  705689
4180  |  2567  |  905836
4176  |  2433  |  416497
4172  |  2406  |  905607
4165  |  2510  |  416245
4153  |  5798  |  289240
4149  |  2543  |  416656
4143  |  1163  |  519740
4136  |  0  |  416264
4123  |  2478  |  905544
4117  |  0  |  519291
4115  |  2380  |  416533
4113  |  0  |  519637
4110  |  2498  |  416537
4110  |  0  |  705476
4104  |  2468  |  905853
4103  |  2604  |  613749
4101  |  2711  |  905459
4100  |  0  |  519843
4098  |  2470  |  905951
4089  |  2271  |  416535
4088  |  0  |  519972
4085  |  2292  |  416429
4077  |  2537  |  905823
4068  |  2454  |  905545
4064  |  2487  |  705737
4061  |  2579  |  416248
4054  |  2630  |  416633
4048  |  0  |  613549
4041  |  2452  |  416265
4039  |  2558  |  905451
4027  |  2626  |  905319
4018  |  0  |  519538
4015  |  2606  |  705436
4002  |  2401  |  416494
3998  |  2509  |  416636
3998  |  2382  |  613382
3998  |  0  |  705752
3991  |  0  |  705292
3990  |  2505  |  613257
3990  |  0  |  613544
3986  |  2466  |  416481
3985  |  2531  |  416483
3976  |  2205  |  905578
3973  |  2670  |  416622
3973  |  2600  |  416638
3965  |  2169  |  416741
3964  |  2437  |  416691
3958  |  2373  |  905734
3936  |  3  |  416742
3932  |  0  |  705756
3914  |  2430  |  416694
3911  |  0  |  613547
3909  |  2907  |  905240
3906  |  2266  |  416743
3906  |  2252  |  905685
3901  |  0  |  416492
3898  |  0  |  416298
3897  |  2468  |  416489
3894  |  0  |  519974
3894  |  0  |  416292
3887  |  2208  |  416269
3882  |  2  |  416690
3881  |  1797  |  519620
3877  |  2160  |  416531
3861  |  0  |  416242
3856  |  2389  |  905567
3854  |  0  |  705560
3847  |  0  |  705652
3841  |  0  |  705848
3838  |  2313  |  416499
3832  |  2110  |  905821
3827  |  2474  |  416485
3826  |  2393  |  905547
3821  |  2751  |  905642
3821  |  0  |  705286
3819  |  0  |  807475
3808  |  2186  |  905799
3806  |  0  |  613832
3805  |  2249  |  705722
3804  |  2362  |  905549
3804  |  0  |  905722
3798  |  2196  |  613253
3793  |  3985  |  519304
3791  |  0  |  807683
3786  |  2028  |  905277
3778  |  0  |  705444
3775  |  2601  |  905845
3758  |  0  |  705454
3756  |  2231  |  905271
3732  |  2342  |  613226
3726  |  2307  |  416751
3725  |  1780  |  416516
3715  |  0  |  519432
3714  |  0  |  519776
3711  |  0  |  613967
3701  |  2380  |  416699
3700  |  0  |  705647
3699  |  1  |  416778
3697  |  2158  |  416630
3696  |  0  |  905509
3692  |  0  |  905871
3690  |  2339  |  905792
3689  |  2303  |  613745
3680  |  0  |  705748
3666  |  0  |  807468
3662  |  2129  |  905309
3650  |  0  |  519485
3635  |  0  |  519738
3632  |  971  |  905690
3630  |  2193  |  416752
3628  |  1911  |  905814
3628  |  0  |  807768
3628  |  0  |  519659
3627  |  2335  |  905436
3623  |  1934  |  705792
3616  |  2010  |  705735
3612  |  2400  |  905828
3605  |  2057  |  416925
3604  |  2070  |  905702
3599  |  0  |  519846
3594  |  0  |  519688
3590  |  2142  |  905764
3587  |  2083  |  416226
3583  |  0  |  705887
3581  |  2123  |  519823
3578  |  0  |  519323
3577  |  2001  |  416398
3577  |  1942  |  416929
3575  |  2017  |  416604
3573  |  2218  |  416287
3568  |  2418  |  905842
3568  |  2223  |  416763
3566  |  1839  |  416614
3566  |  0  |  705335
3565  |  2012  |  905864
3561  |  2200  |  613925
3559  |  0  |  705738
3557  |  2736  |  416487
3555  |  1943  |  905790
3551  |  0  |  613731
3548  |  0  |  807623
3548  |  0  |  705692
3540  |  2001  |  905272
3531  |  2096  |  905458
3530  |  2607  |  519942
3530  |  1697  |  905522
3530  |  0  |  905774
3530  |  0  |  519253
3526  |  0  |  519443
3515  |  0  |  705897
3514  |  0  |  705759
3513  |  1929  |  705327
3508  |  0  |  519582
3507  |  2265  |  905681
3501  |  0  |  416291
3495  |  0  |  705254
3490  |  2024  |  905276
3484  |  1878  |  905573
3481  |  1649  |  905780
3480  |  5613  |  613424
3476  |  2  |  416652
3457  |  1920  |  705739
3449  |  0  |  519685
3436  |  0  |  705524
3436  |  0  |  519599
3419  |  0  |  519256
3414  |  0  |  519252
3413  |  1995  |  613596
3412  |  2225  |  416626
3410  |  1911  |  416498
3410  |  1748  |  905525
3405  |  2191  |  905434
3401  |  0  |  705835
3395  |  0  |  905957
3390  |  2151  |  905338
3388  |  1842  |  613721
3381  |  0  |  705741
3379  |  0  |  613767
3378  |  2056  |  519537
3375  |  1865  |  705721
3362  |  0  |  519773
3362  |  0  |  519734
3361  |  0  |  705754
3360  |  1814  |  905479
3355  |  2034  |  416745
3354  |  1708  |  613260
3348  |  0  |  519728
3343  |  1956  |  905452
3342  |  2016  |  905876
3341  |  1907  |  519747
3331  |  0  |  519284
3329  |  0  |  519662
3328  |  0  |  705523
3320  |  0  |  807548
3315  |  1866  |  416746
3311  |  0  |  519652
3309  |  0  |  519254
3307  |  0  |  705799
3304  |  1668  |  416740
3302  |  912  |  905679
3301  |  0  |  613756
3298  |  0  |  416289
3297  |  2039  |  905631
3296  |  1917  |  905891
3296  |  0  |  519395
3288  |  0  |  519583
3284  |  1893  |  416754
3280  |  2100  |  905619
3271  |  1993  |  905835
3269  |  2180  |  905890
3265  |  2286  |  613525
3263  |  2034  |  519658
3263  |  0  |  519428
3251  |  1690  |  416335
3248  |  1847  |  519837
3242  |  3478  |  905635
3239  |  2093  |  416486
3235  |  0  |  905936
3231  |  0  |  705322
3223  |  2164  |  905562
3220  |  0  |  519882
3219  |  0  |  705946
3217  |  0  |  519457
3216  |  1746  |  905763
3215  |  2034  |  519748
3211  |  1935  |  905882
3206  |  1873  |  416253
3204  |  0  |  519786
3202  |  1797  |  519940
3200  |  1623  |  519650
3192  |  1582  |  905529
3191  |  0  |  519978
3189  |  1872  |  905473
3182  |  1668  |  905874
3180  |  0  |  705267
3174  |  0  |  705567
3172  |  1740  |  905726
3171  |  1853  |  905938
3168  |  1575  |  905528
3166  |  0  |  519332
3165  |  0  |  519739
3161  |  1551  |  705719
3157  |  1783  |  416932
3150  |  1853  |  416243
3146  |  1977  |  416785
3144  |  1886  |  905848
3140  |  0  |  705749
3138  |  1779  |  613271
3138  |  1761  |  905477
3137  |  1836  |  613843
3134  |  1730  |  905569
3120  |  1826  |  905709
3120  |  1644  |  905527
3114  |  1  |  416482
3106  |  0  |  705878
3104  |  0  |  613395
3094  |  2160  |  905850
3090  |  0  |  519727
3089  |  0  |  519238
3086  |  1785  |  613526
3086  |  0  |  705876
3078  |  0  |  519787
3060  |  0  |  519674
3053  |  2  |  416693
3051  |  2056  |  416447
3042  |  1705  |  416321
3039  |  5313  |  613435
3037  |  1811  |  416285
3025  |  0  |  705534
3021  |  1549  |  519624
3017  |  1613  |  905502
3017  |  1476  |  905653
3017  |  0  |  613531
3015  |  1766  |  905837
3013  |  0  |  519369
3011  |  1988  |  905858
3011  |  0  |  519672
3008  |  1658  |  416696
3001  |  1723  |  905456
3000  |  1958  |  416463
2995  |  0  |  519856
2988  |  1890  |  416236
2986  |  0  |  519858
2985  |  1  |  416538
2984  |  1717  |  905688
2984  |  1691  |  905507
2981  |  1988  |  905849
2980  |  0  |  519258
2978  |  0  |  705693
2972  |  1563  |  613695
2966  |  0  |  705653
2965  |  1658  |  416748
2956  |  1811  |  416922
2952  |  1734  |  905855
2949  |  1618  |  905896
2949  |  0  |  705235
2948  |  0  |  705426
2945  |  1504  |  905789
2945  |  0  |  519668
2938  |  5351  |  289997
2934  |  1813  |  416251
2933  |  0  |  416467
2929  |  1606  |  613726
2929  |  1605  |  519570
2928  |  1849  |  416449
2925  |  1940  |  416789
2919  |  1837  |  705434
2916  |  0  |  705656
2914  |  1717  |  416503
2910  |  0  |  613353
2910  |  0  |  613273
2881  |  1650  |  416733
2877  |  0  |  705673
2869  |  1699  |  416297
2868  |  0  |  613234
2863  |  0  |  705437
2860  |  0  |  613747
2856  |  0  |  705869
2853  |  1523  |  905712
2848  |  0  |  705674
2847  |  827  |  905538
2847  |  1663  |  905568
2842  |  1440  |  705733
2834  |  1843  |  905264
2820  |  0  |  519682
2804  |  1605  |  905721
2800  |  0  |  905987
2792  |  1919  |  613838
2788  |  0  |  705256
2785  |  0  |  519649
2784  |  1776  |  905625
2784  |  1582  |  905713
2784  |  0  |  705533
2783  |  0  |  519797
2782  |  1584  |  905209
2780  |  1795  |  613739
2776  |  1750  |  905812
2773  |  0  |  705788
2772  |  0  |  519482
2766  |  0  |  807223
2765  |  1461  |  905680
2764  |  0  |  519268
2761  |  0  |  705457
2758  |  1572  |  905692
2750  |  0  |  613228
2742  |  0  |  416921
2741  |  0  |  519439
2735  |  0  |  613233
2734  |  3850  |  905235
2734  |  0  |  905659
2725  |  3059  |  905493
2723  |  1450  |  519749
2718  |  1508  |  416512
2716  |  1560  |  416422
2710  |  1954  |  905432
2707  |  0  |  416635
2706  |  0  |  905701
2705  |  0  |  416850
2702  |  4147  |  905915
2698  |  0  |  519765
2690  |  0  |  705389
2689  |  253  |  416913
2689  |  1816  |  416281
2688  |  0  |  613478
2687  |  0  |  613336
2686  |  1668  |  905875
2680  |  0  |  519679
2670  |  0  |  705328
2657  |  0  |  905333
2653  |  0  |  905297
2653  |  0  |  705765
2645  |  1556  |  905771
2645  |  0  |  519586
2641  |  1484  |  905953
2640  |  0  |  705778
2636  |  1638  |  613591
2634  |  0  |  519881
2628  |  1794  |  905542
2623  |  0  |  705646
2619  |  1959  |  416749
2612  |  0  |  416924
2605  |  1454  |  416744
2605  |  1420  |  613590
2598  |  1454  |  905707
2593  |  1  |  416588
2587  |  0  |  416250
2586  |  0  |  613473
2584  |  0  |  613321
2580  |  16  |  416661
2578  |  0  |  519936
2576  |  1563  |  905788
2565  |  0  |  705361
2560  |  0  |  705527
2559  |  0  |  905281
2556  |  1542  |  905693
2553  |  0  |  705362
2544  |  1778  |  613584
2542  |  0  |  705732
2539  |  0  |  519832
2534  |  0  |  519422
2532  |  0  |  613398
2530  |  1447  |  519758
2517  |  0  |  905927
2512  |  1389  |  905720
2504  |  1655  |  519421
2503  |  1430  |  416224
2499  |  0  |  519322
2497  |  1403  |  416750
2493  |  0  |  519357
2491  |  1593  |  905465
2485  |  0  |  613236
2479  |  2113  |  905393
2479  |  1934  |  416658
2473  |  1347  |  519571
2473  |  0  |  519666
2470  |  0  |  613839
2465  |  0  |  519235
2462  |  0  |  705945
2460  |  912  |  905654
2460  |  0  |  613264
2458  |  1356  |  905819
2453  |  0  |  416920
2448  |  1964  |  905956
2448  |  0  |  705497
2440  |  1633  |  905729
2437  |  1574  |  613737
2429  |  1586  |  416484
2428  |  1098  |  416332
2421  |  2395  |  905604
2420  |  0  |  519348
2418  |  1605  |  416445
2417  |  1417  |  705329
2417  |  1273  |  705734
2415  |  1535  |  416695
2414  |  0  |  416703
2411  |  1381  |  905830
2405  |  1278  |  905371
2404  |  0  |  705495
2398  |  1508  |  519751
2392  |  0  |  613936
2392  |  0  |  613237
2379  |  0  |  416609
2379  |  0  |  416469
2371  |  0  |  905373
2371  |  0  |  705487
2362  |  1479  |  416252
2350  |  0  |  416964
2346  |  1310  |  416229
2341  |  0  |  705272
2338  |  0  |  905768
2334  |  1277  |  519888
2334  |  0  |  705635
2333  |  0  |  613969
2332  |  1358  |  519767
2331  |  0  |  416391
2324  |  1614  |  905295
2323  |  1369  |  705725
2316  |  1118  |  905286
2310  |  0  |  705456
2309  |  0  |  613347
2306  |  0  |  905377
2306  |  0  |  519638
2304  |  1440  |  613764
2303  |  0  |  519869
2298  |  0  |  905337
2295  |  1538  |  613738
2289  |  0  |  613761
2284  |  1240  |  416502
2284  |  0  |  705428
2283  |  0  |  807473
2277  |  0  |  613659
2277  |  0  |  416944
2275  |  1747  |  905374
2275  |  1312  |  416322
2273  |  0  |  613284
2268  |  0  |  416203
2251  |  0  |  705766
2250  |  0  |  519986
2249  |  1288  |  416496
2246  |  0  |  416256
2241  |  0  |  613230
2232  |  0  |  705983
2229  |  1301  |  416665
2226  |  0  |  905296
2225  |  0  |  519680
2221  |  0  |  519372
2219  |  0  |  613730
2217  |  1409  |  905433
2211  |  1316  |  905778
2210  |  1060  |  905787
2210  |  0  |  519595
2208  |  1285  |  613736
2200  |  0  |  519794
2198  |  0  |  519243
2186  |  0  |  905939
2186  |  0  |  613241
2185  |  0  |  905523
2178  |  1460  |  905404
2173  |  0  |  613673
2172  |  0  |  613445
2170  |  1228  |  416747
2167  |  0  |  705762
2166  |  1158  |  613270
2166  |  0  |  613924
2161  |  0  |  519389
2160  |  0  |  613472
2160  |  0  |  519951
2160  |  0  |  519634
2158  |  0  |  705489
2155  |  1121  |  905714
2150  |  955  |  519880
2141  |  1373  |  905624
2130  |  1398  |  905829
2130  |  1067  |  905526
2124  |  0  |  416462
2123  |  0  |  905342
2112  |  0  |  705446
2112  |  0  |  613565
2112  |  0  |  519848
2099  |  590  |  647436
2097  |  1212  |  905265
2096  |  0  |  519923
2092  |  0  |  519383
2089  |  3382  |  613440
2085  |  0  |  905989
2081  |  0  |  519833
2077  |  1136  |  905470
2076  |  0  |  705375
2075  |  0  |  613396
2074  |  0  |  705724
2074  |  0  |  613835
2074  |  0  |  519977
2063  |  0  |  705448
2062  |  0  |  519632
2061  |  1505  |  905833
2061  |  1257  |  905273
2058  |  0  |  807737
2056  |  0  |  613842
2052  |  0  |  613231
2047  |  0  |  613774
2044  |  0  |  705675
2039  |  0  |  519967
2036  |  1220  |  613498
2036  |  1099  |  519766
2024  |  0  |  613489
2020  |  0  |  705484
2016  |  0  |  705458
1998  |  0  |  613723
1995  |  923  |  905353
1992  |  0  |  613399
1992  |  0  |  519642
1991  |  1125  |  905970
1988  |  0  |  519425
1987  |  0  |  905326
1985  |  0  |  905897
1982  |  0  |  705874
1974  |  0  |  519825
1974  |  0  |  519272
1973  |  0  |  807937
1971  |  0  |  705385
1968  |  1492  |  905584
1968  |  0  |  905880
1963  |  2518  |  905492
1962  |  1177  |  416663
1959  |  0  |  519793
1946  |  921  |  416530
1945  |  0  |  705356
1943  |  0  |  519660
1942  |  0  |  613548
1938  |  1264  |  905263
1936  |  0  |  613931
1936  |  0  |  519363
1934  |  1005  |  705730
1931  |  0  |  613545
1930  |  1197  |  416756
1926  |  0  |  519419
1925  |  0  |  705694
1922  |  0  |  705649
1920  |  0  |  613833
1915  |  0  |  705672
1914  |  1191  |  905478
1909  |  1049  |  416412
1903  |  1294  |  416234
1900  |  1070  |  905608
1899  |  0  |  416923
1897  |  973  |  613247
1893  |  0  |  613628
1889  |  0  |  519862
1887  |  0  |  613543
1884  |  0  |  905899
1881  |  1257  |  519741
1881  |  0  |  705232
1880  |  1029  |  416385
1879  |  961  |  905460
1873  |  0  |  905315
1871  |  0  |  613433
1866  |  0  |  613374
1855  |  1052  |  416240
1848  |  1034  |  905641
1847  |  0  |  705377
1846  |  0  |  519683
1842  |  1071  |  905566
1838  |  1  |  905772
1837  |  0  |  905524
1837  |  0  |  613487
1830  |  0  |  905986
1829  |  1928  |  705259
1829  |  1032  |  905475
1828  |  681  |  905290
1828  |  1061  |  416760
1828  |  0  |  705636
1820  |  718  |  519342
1819  |  0  |  705696
1814  |  0  |  705525
1812  |  0  |  705461
1811  |  0  |  905776
1804  |  0  |  613748
1801  |  0  |  416736
1799  |  882  |  519780
1797  |  0  |  416987
1794  |  983  |  519895
1793  |  996  |  519754
1791  |  1167  |  905859
1791  |  0  |  705932
1790  |  1259  |  519725
1789  |  0  |  613448
1787  |  0  |  613742
1777  |  0  |  519264
1776  |  3407  |  519267
1767  |  0  |  613376
1764  |  0  |  519448
1753  |  1105  |  613678
1752  |  672  |  647439
1748  |  1199  |  905738
1746  |  0  |  613757
1742  |  0  |  705382
1741  |  946  |  416490
1740  |  1039  |  416441
1737  |  0  |  705295
1736  |  0  |  705277
1734  |  0  |  416916
1733  |  969  |  905687
1729  |  0  |  807543
1728  |  2053  |  905990
1722  |  586  |  647435
1720  |  0  |  705740
1716  |  0  |  519664
1710  |  951  |  519651
1710  |  1208  |  905813
1710  |  0  |  416927
1695  |  0  |  705877
1691  |  0  |  613652
1688  |  1066  |  905438
1686  |  0  |  613679
1682  |  0  |  705786
1681  |  20  |  416784
1678  |  0  |  705357
1678  |  0  |  519445
1673  |  0  |  905355
1666  |  1130  |  905669
1664  |  0  |  519924
1662  |  0  |  807229
1661  |  0  |  519645
1652  |  1109  |  416620
1651  |  0  |  519699
1650  |  954  |  613254
1650  |  0  |  705544
1645  |  0  |  905940
1642  |  0  |  519207
1639  |  0  |  905983
1637  |  0  |  705368
1637  |  0  |  519875
1636  |  972  |  416495
1633  |  0  |  905988
1632  |  13  |  416730
1630  |  0  |  519338
1624  |  931  |  416443
1624  |  0  |  705744
1620  |  933  |  416631
1620  |  0  |  519673
1620  |  0  |  416364
1618  |  1011  |  905838
1618  |  0  |  519928
1617  |  907  |  416406
1615  |  0  |  705342
1610  |  1032  |  905382
1603  |  0  |  519692
1601  |  0  |  905984
1601  |  0  |  519726
1596  |  992  |  905629
1587  |  0  |  519855
1584  |  0  |  519934
1581  |  0  |  416928
1580  |  1251  |  519290
1579  |  0  |  613727
1578  |  928  |  905501
1572  |  0  |  613965
1570  |  0  |  905521
1567  |  0  |  613477
1565  |  0  |  613937
1564  |  507  |  647438
1564  |  0  |  613826
1557  |  0  |  519839
1557  |  0  |  519656
1553  |  0  |  705282
1550  |  0  |  613232
1550  |  0  |  519866
1548  |  2438  |  905419
1545  |  0  |  519452
1539  |  0  |  705466
1538  |  0  |  519343
1537  |  0  |  416363
1536  |  752  |  416227
1528  |  838  |  416201
1527  |  2799  |  905591
1523  |  0  |  705859
1522  |  0  |  705686
